Source,Description,Category,Sound ID,BE Classification,AroMN,AroSD,ValMN,ValSD,DomMN,DomSD,FearMN,FearSD,HapMN,HapSD,SadMN,SadSD
Expanded,Electric motor2,Daily Routine Sound,0725,F,6.41 ,1.74 ,2.14 ,1.04 ,2.95 ,1.91 ,6.41 ,1.94 ,1.73 ,0.83 ,3.23 ,2.11 
Expanded,Wind4,Nature,0726,F,5.67 ,1.61 ,3.17 ,1.34 ,5.08 ,2.38 ,4.75 ,2.27 ,2.00 ,1.25 ,3.33 ,2.24 
Expanded,Machine10,Daily Routine Sound,0727,F,5.38 ,1.76 ,3.13 ,1.23 ,4.21 ,1.98 ,4.54 ,2.06 ,1.96 ,1.20 ,2.79 ,2.19 
Expanded,Typing1,Daily Routine Sound,0730,H,4.24 ,2.35 ,5.28 ,1.62 ,7.20 ,2.20 ,2.00 ,1.29 ,3.76 ,2.68 ,1.72 ,1.28 
Expanded,Typing2,Daily Routine Sound,0731,H,5.27 ,1.75 ,4.91 ,1.72 ,6.27 ,1.39 ,2.09 ,1.19 ,3.91 ,1.97 ,1.77 ,1.07 
Expanded,Knocking1,Daily Routine Sound,0734,FH,6.14 ,1.42 ,4.64 ,1.40 ,5.05 ,2.24 ,3.14 ,2.12 ,3.64 ,2.15 ,1.68 ,1.13 
Expanded,Heavy Rain3,Nature,0736,U,5.09 ,1.48 ,4.41 ,1.30 ,5.55 ,1.47 ,3.36 ,1.97 ,2.68 ,1.59 ,2.23 ,1.74 
Expanded,Engine1,Transport,0737,F,6.08 ,1.58 ,3.64 ,1.22 ,3.80 ,1.91 ,5.08 ,1.85 ,2.96 ,1.57 ,2.88 ,2.09 
Expanded,VideoGame5,Electric sound,0738,H,5.08 ,1.91 ,4.88 ,1.73 ,6.42 ,1.67 ,2.79 ,1.74 ,4.29 ,2.29 ,2.00 ,1.32 
Expanded,Hurricane1,Nature,0740,F,4.73 ,1.58 ,4.32 ,0.99 ,4.91 ,1.72 ,4.00 ,2.29 ,2.73 ,0.98 ,2.86 ,1.98 
Expanded,Drop,Daily Routine Sound,0741,F,3.96 ,1.76 ,4.17 ,1.13 ,5.42 ,2.08 ,4.71 ,2.20 ,2.38 ,1.76 ,2.38 ,2.06 
Expanded,Knocking3,Daily Routine Sound,0744,F,6.55 ,1.53 ,3.00 ,1.15 ,4.32 ,1.94 ,6.00 ,2.00 ,2.05 ,1.25 ,2.45 ,2.02 
Expanded,Knocking4,Daily Routine Sound,0745,F,6.73 ,1.49 ,3.36 ,1.40 ,4.27 ,1.88 ,5.36 ,2.24 ,2.18 ,1.33 ,2.36 ,1.94 
Expanded,Knocking5,Daily Routine Sound,0746,F,7.64 ,1.18 ,2.45 ,1.10 ,2.86 ,1.13 ,6.36 ,2.19 ,1.77 ,0.97 ,2.91 ,2.27 
Expanded,Open the Door2,Daily Routine Sound,0747,F,4.82 ,1.10 ,4.45 ,0.86 ,5.73 ,1.70 ,3.86 ,2.01 ,2.05 ,1.09 ,1.91 ,1.15 
Expanded,Glass Marble,Daily Routine Sound,0749,H,6.00 ,1.06 ,4.33 ,1.90 ,5.08 ,2.22 ,2.04 ,1.52 ,3.92 ,2.45 ,1.63 ,1.35 
Expanded,Snore,People,0750,F,5.41 ,1.87 ,2.64 ,1.14 ,4.32 ,1.94 ,5.27 ,2.29 ,1.82 ,1.10 ,2.95 ,2.15 
Expanded,Sportcar3,Transport,0752,F,5.54 ,1.72 ,3.25 ,1.33 ,5.00 ,2.41 ,4.13 ,2.17 ,2.29 ,1.60 ,2.92 ,1.95 
Expanded,Sportcar4,Transport,0753,F,5.17 ,1.40 ,4.25 ,0.99 ,5.08 ,1.47 ,4.00 ,2.06 ,2.38 ,1.69 ,2.08 ,1.50 
Expanded,Bomb9,Breaking Sound,0758,F,7.32 ,1.36 ,3.27 ,1.35 ,4.09 ,1.95 ,5.05 ,2.21 ,2.32 ,1.81 ,1.95 ,1.25 
Expanded,Electronic Sound37,Electric sound,0759,F,8.33 ,0.70 ,2.17 ,1.40 ,2.92 ,2.48 ,7.04 ,1.08 ,1.75 ,1.33 ,2.71 ,2.20 
Expanded,Machine18,Daily Routine Sound,0762,F,8.46 ,0.83 ,2.33 ,1.09 ,2.88 ,1.90 ,6.29 ,1.85 ,2.00 ,1.47 ,2.46 ,1.84 
Expanded,Bomb10,Breaking Sound,0763,F,6.77 ,1.07 ,2.41 ,1.53 ,3.18 ,1.74 ,5.86 ,2.10 ,2.64 ,1.62 ,3.05 ,1.65 
Expanded,Shooting15,Breaking Sound,0764,F,7.41 ,1.22 ,3.18 ,1.10 ,3.27 ,1.49 ,6.00 ,1.98 ,2.14 ,1.28 ,2.32 ,1.39 
Expanded,VideoGame6,Electric sound,0767,F,8.33 ,0.82 ,3.08 ,2.06 ,3.04 ,2.42 ,5.63 ,2.48 ,3.33 ,2.48 ,2.17 ,2.06 
Expanded,VideoGame7,Electric sound,0768,F,7.09 ,1.23 ,3.05 ,1.89 ,3.91 ,2.27 ,5.55 ,2.48 ,3.18 ,2.26 ,2.41 ,1.94 
Expanded,VideoGame8,Electric sound,0771,FH,7.50 ,0.78 ,4.33 ,1.81 ,3.83 ,1.97 ,4.25 ,2.40 ,4.50 ,2.67 ,1.46 ,0.83 
Expanded,Tape2,Daily Routine Sound,0773,F,4.45 ,1.22 ,3.68 ,1.52 ,5.45 ,1.68 ,3.27 ,2.59 ,2.18 ,1.74 ,1.95 ,1.17 
Expanded,Signal4,Daily Routine Sound,0774,F,6.73 ,2.16 ,1.36 ,0.58 ,2.32 ,1.21 ,6.68 ,1.81 ,1.45 ,0.60 ,3.00 ,1.69 
Expanded,VideoGame9,Electric sound,0775,F,7.36 ,1.47 ,2.36 ,1.33 ,4.05 ,2.38 ,4.32 ,2.92 ,2.18 ,1.87 ,2.18 ,1.65 
Expanded,Motorcycle5,Transport,0776,F,6.09 ,1.27 ,3.59 ,1.05 ,4.14 ,2.10 ,4.77 ,2.02 ,2.55 ,1.26 ,2.05 ,1.36 
Expanded,Hurricane2,Nature,0777,F,7.83 ,0.82 ,2.13 ,1.12 ,2.83 ,1.76 ,6.92 ,1.84 ,1.58 ,0.88 ,3.25 ,2.21 
Expanded,Plane,Transport,0778,F,5.64 ,1.26 ,4.27 ,1.16 ,3.86 ,1.49 ,4.91 ,1.72 ,2.50 ,1.60 ,2.41 ,1.79 
Expanded,Airplane4,Transport,0779,F,5.17 ,1.24 ,3.17 ,1.20 ,4.58 ,2.30 ,5.58 ,2.12 ,1.67 ,0.96 ,3.29 ,2.49 
Expanded,Machine11,Daily Routine Sound,0783,F,5.91 ,1.69 ,3.86 ,1.49 ,4.09 ,2.02 ,4.50 ,2.72 ,2.09 ,1.69 ,2.23 ,1.93 
Expanded,Crash5,Breaking Sound,0784,F,7.27 ,1.24 ,3.00 ,1.20 ,4.18 ,1.94 ,5.50 ,2.28 ,2.05 ,1.43 ,3.09 ,2.07 
Expanded,Bomb11,Breaking Sound,0786,F,5.83 ,1.61 ,3.58 ,1.14 ,3.58 ,1.95 ,5.42 ,2.30 ,1.96 ,1.12 ,2.13 ,1.75 
Expanded,Radio4,Daily Routine Sound,0789,F,6.71 ,1.85 ,2.04 ,0.95 ,3.92 ,1.98 ,5.00 ,2.28 ,1.71 ,1.12 ,3.21 ,2.47 
Expanded,Brook3,Nature,0790,U,4.75 ,1.67 ,5.08 ,1.44 ,5.29 ,2.18 ,2.96 ,1.92 ,3.13 ,2.17 ,2.13 ,1.33 
Expanded,Disrupt,Breaking Sound,0793,F,7.12 ,1.59 ,2.72 ,1.28 ,3.04 ,2.39 ,6.08 ,2.18 ,2.20 ,1.83 ,3.88 ,2.33 
Expanded,VideoGame10,Electric sound,0794,F,7.04 ,1.86 ,2.52 ,1.12 ,2.76 ,1.88 ,6.92 ,1.82 ,2.12 ,1.39 ,4.08 ,3.00 
Expanded,Signal2,Daily Routine Sound,0795,F,7.09 ,1.87 ,2.23 ,1.63 ,4.05 ,2.66 ,5.32 ,2.88 ,1.86 ,1.78 ,2.45 ,2.28 
Expanded,Signal3,Daily Routine Sound,0796,F,6.29 ,1.55 ,2.46 ,1.53 ,3.92 ,2.21 ,3.71 ,1.99 ,2.33 ,1.66 ,2.83 ,1.93 
Expanded,Suspense Thriller8,Sound Effect,0798,FS,5.17 ,1.52 ,3.58 ,1.14 ,5.08 ,1.86 ,4.54 ,1.93 ,1.71 ,1.00 ,4.38 ,2.53 
Expanded,Sea Wave3,Nature,0799,U,4.25 ,1.75 ,4.75 ,1.45 ,5.38 ,2.18 ,2.96 ,1.85 ,3.04 ,2.12 ,2.96 ,1.81 
Expanded,Eletromobile,Transport,0802,F,6.00 ,1.90 ,2.14 ,1.32 ,4.05 ,2.15 ,5.23 ,2.47 ,1.36 ,0.73 ,3.09 ,2.41 
Expanded,Hiccup2,People,0804,U,5.64 ,1.84 ,1.50 ,0.91 ,4.68 ,2.06 ,2.68 ,2.25 ,1.32 ,0.48 ,2.09 ,1.93 
Expanded,VideoGame11,Electric sound,0807,F,6.05 ,1.43 ,3.59 ,1.74 ,4.73 ,2.12 ,3.73 ,2.51 ,2.55 ,1.74 ,1.50 ,0.86 
Expanded,Heavy Rain4,Nature,0809,F,6.18 ,1.82 ,3.36 ,2.11 ,3.82 ,1.76 ,4.68 ,2.42 ,1.91 ,1.44 ,2.77 ,2.05 
Expanded,Eatting Noodle1,People,0810,F,5.79 ,1.77 ,2.83 ,1.37 ,4.42 ,2.15 ,3.13 ,1.96 ,1.83 ,1.49 ,2.29 ,1.55 
Expanded,Eatting Noodle2,People,0811,H,5.50 ,1.44 ,3.91 ,1.85 ,5.41 ,1.87 ,1.68 ,0.72 ,3.91 ,2.09 ,1.68 ,1.32 
Expanded,Puppy2,Animals ,0814,F,5.71 ,1.40 ,3.21 ,1.47 ,4.58 ,1.79 ,4.17 ,2.37 ,1.83 ,0.87 ,3.17 ,1.97 
Expanded,Bathe the Dog,Scenarios,0815,F,5.73 ,1.75 ,3.14 ,1.39 ,4.32 ,1.78 ,4.32 ,2.32 ,1.59 ,0.80 ,2.41 ,1.84 
Expanded,Puppy3,Animals ,0817,F,5.59 ,1.65 ,2.86 ,1.28 ,4.00 ,1.60 ,5.23 ,2.41 ,2.18 ,1.37 ,3.23 ,2.07 
Expanded,Puppy4,Animals ,0818,FS,6.18 ,1.47 ,3.55 ,1.53 ,4.77 ,1.66 ,5.32 ,2.50 ,2.59 ,1.76 ,4.05 ,2.63 
Expanded,Train5,Transport,0823,F,5.95 ,1.21 ,3.68 ,1.43 ,4.05 ,1.65 ,3.64 ,1.99 ,2.45 ,2.15 ,1.82 ,0.96 
Expanded,Heavy Rain5,Nature,0825,U,4.73 ,1.03 ,4.64 ,1.29 ,4.95 ,1.89 ,2.95 ,1.79 ,2.86 ,1.91 ,2.68 ,1.52 
Expanded,Thunderstorm5,Nature,0826,F,6.18 ,1.53 ,4.68 ,2.19 ,4.18 ,2.26 ,4.59 ,2.36 ,3.59 ,2.74 ,2.45 ,1.82 
Expanded,Toy,Daily Routine Sound,0828,H,7.00 ,1.51 ,4.09 ,1.19 ,5.91 ,2.11 ,2.64 ,1.79 ,3.91 ,2.43 ,1.86 ,1.36 
Expanded,Page Turning,Daily Routine Sound,0829,U,3.82 ,1.53 ,5.14 ,0.99 ,6.27 ,1.64 ,1.95 ,1.21 ,2.36 ,1.79 ,1.64 ,1.33 
Expanded,Pouring Water1,Daily Routine Sound,0833,U,4.82 ,1.37 ,4.45 ,1.47 ,5.45 ,1.26 ,2.64 ,1.53 ,2.86 ,1.81 ,2.32 ,1.04 
Expanded,Bailing,Daily Routine Sound,0836,F,4.77 ,1.45 ,4.50 ,1.06 ,5.77 ,2.00 ,3.45 ,2.40 ,1.91 ,1.41 ,2.18 ,1.65 
Expanded,Pouring Water2,Daily Routine Sound,0837,U,4.96 ,1.46 ,4.83 ,1.58 ,5.83 ,2.01 ,2.83 ,2.08 ,3.33 ,1.93 ,2.58 ,1.91 
Expanded,Collating2,Daily Routine Sound,0844,U,3.76 ,1.64 ,3.88 ,1.27 ,5.44 ,2.43 ,2.76 ,2.07 ,1.84 ,1.34 ,1.88 ,1.27 
Expanded,Piano2,Music,0845,H,5.64 ,1.94 ,7.32 ,1.13 ,5.59 ,1.84 ,1.59 ,1.26 ,6.91 ,1.48 ,1.91 ,1.44 
Expanded,Doorbell3,Daily Routine Sound,0853,H,6.55 ,1.50 ,5.45 ,1.65 ,6.36 ,2.22 ,3.00 ,2.35 ,4.68 ,2.32 ,1.64 ,1.09 
Expanded,VideoGame12,Electric sound,0865,F,7.36 ,1.09 ,2.95 ,1.59 ,3.73 ,2.14 ,4.68 ,2.48 ,3.23 ,1.95 ,2.45 ,1.41 
Expanded,Sea Wave4,Nature,0867,F,5.73 ,1.45 ,3.55 ,1.18 ,4.09 ,1.41 ,4.64 ,2.13 ,2.14 ,1.46 ,2.82 ,1.71 
Expanded,Drum Set2,Music,0870,H,6.79 ,1.02 ,5.42 ,1.47 ,5.33 ,1.83 ,2.13 ,1.51 ,5.54 ,2.08 ,1.46 ,1.14 
Expanded,Drum,Music,0872,H,7.00 ,1.10 ,6.00 ,1.84 ,5.08 ,1.89 ,1.88 ,1.51 ,6.25 ,1.92 ,1.42 ,0.93 
Expanded,Iron Sheet,Daily Routine Sound,0876,FH,6.23 ,1.27 ,4.23 ,1.63 ,5.00 ,1.60 ,3.64 ,1.81 ,3.86 ,2.10 ,2.14 ,1.28 
Expanded,Clock3,Daily Routine Sound,0877,H,6.12 ,1.79 ,5.60 ,1.35 ,5.56 ,1.89 ,2.64 ,2.00 ,4.72 ,2.62 ,2.60 ,1.61 
Expanded,Bomb12,Breaking Sound,0878,F,6.17 ,1.40 ,3.08 ,1.02 ,3.50 ,1.87 ,6.21 ,2.11 ,1.58 ,0.72 ,3.42 ,2.19 
Expanded,Knocking6,Daily Routine Sound,0880,H,5.20 ,1.58 ,5.28 ,1.90 ,5.92 ,2.02 ,2.88 ,2.22 ,4.20 ,2.33 ,1.76 ,1.27 
Expanded,VideoGame13,Electric sound,0883,F,5.33 ,1.37 ,3.71 ,1.71 ,5.13 ,1.85 ,3.17 ,1.99 ,2.50 ,1.64 ,2.13 ,1.45 
Expanded,Walking2,People,0886,H,5.17 ,2.01 ,5.25 ,0.61 ,6.42 ,1.89 ,2.04 ,1.23 ,3.08 ,1.93 ,1.67 ,0.87 
Expanded,Rock2,Music,0887,H,6.91 ,1.63 ,6.23 ,1.51 ,5.00 ,1.90 ,1.64 ,0.95 ,6.77 ,1.34 ,1.68 ,0.95 
Expanded,Shearing,Daily Routine Sound,0888,H,4.00 ,1.66 ,5.77 ,1.51 ,6.36 ,1.99 ,1.91 ,0.87 ,4.14 ,2.42 ,1.64 ,0.95 
Expanded,Barking4,Animals ,0889,H,5.27 ,1.55 ,5.18 ,1.37 ,5.73 ,1.78 ,3.14 ,2.12 ,4.41 ,1.82 ,1.95 ,1.09 
Expanded,Kindergarten,People,0890,FH,4.64 ,1.26 ,4.64 ,0.66 ,5.36 ,1.71 ,2.95 ,1.81 ,3.41 ,1.87 ,2.18 ,1.05 
Expanded,Alarm3,Daily Routine Sound,0891,U,6.55 ,1.34 ,3.82 ,1.50 ,4.82 ,2.36 ,2.36 ,1.40 ,2.00 ,1.66 ,2.55 ,2.44 
Expanded,Gong2,Music,0894,H,6.21 ,1.18 ,5.21 ,1.47 ,5.96 ,1.57 ,2.25 ,1.29 ,4.25 ,1.89 ,1.88 ,1.26 
Expanded,Droping,Nature,0897,F,5.68 ,1.04 ,4.73 ,1.03 ,5.41 ,1.53 ,4.00 ,1.90 ,3.09 ,1.82 ,2.68 ,2.28 
Expanded,Working3,Daily Routine Sound,0903,FH,4.58 ,1.84 ,4.63 ,1.38 ,5.58 ,2.12 ,3.17 ,2.10 ,3.17 ,2.04 ,1.96 ,1.52 
Expanded,Workshop1,Daily Routine Sound,0905,F,4.82 ,1.65 ,4.09 ,1.48 ,5.05 ,2.17 ,3.27 ,2.29 ,1.64 ,1.18 ,2.27 ,2.10 
Expanded,River,Nature,0907,F,5.55 ,1.65 ,4.23 ,1.74 ,4.95 ,1.79 ,3.50 ,2.18 ,2.59 ,1.89 ,2.36 ,1.68 
Expanded,Falls,Nature,0908,FH,5.27 ,1.52 ,4.86 ,1.21 ,4.45 ,1.84 ,3.00 ,1.88 ,2.95 ,1.62 ,1.73 ,0.88 
Expanded,Open the Door3,Daily Routine Sound,0909,F,5.73 ,1.55 ,3.27 ,1.52 ,4.27 ,1.88 ,4.64 ,2.59 ,1.68 ,1.04 ,2.95 ,1.76 
Expanded,Train6,Transport,0911,F,6.41 ,1.14 ,4.55 ,1.18 ,4.05 ,1.59 ,3.95 ,2.13 ,3.00 ,1.75 ,2.45 ,1.44 
Expanded,Casino3,Electric sound,0912,FH,5.86 ,1.17 ,4.95 ,1.43 ,5.05 ,1.46 ,3.59 ,1.65 ,4.41 ,2.11 ,1.86 ,0.83 
Expanded,Casino4,Electric sound,0913,FH,6.14 ,1.04 ,3.73 ,1.88 ,4.14 ,1.61 ,4.41 ,2.09 ,4.05 ,2.21 ,2.18 ,1.10 
Expanded,Radio5,Daily Routine Sound,0914,F,6.75 ,1.19 ,3.29 ,1.55 ,4.25 ,1.26 ,5.00 ,2.28 ,2.50 ,1.53 ,2.71 ,1.85 
Expanded,Shooting16,Breaking Sound,0916,F,5.79 ,1.32 ,3.96 ,1.08 ,3.96 ,1.65 ,5.58 ,2.06 ,2.13 ,1.30 ,2.63 ,1.66 
Expanded,Casino5,Electric sound,0917,F,7.09 ,1.54 ,3.55 ,1.37 ,3.68 ,1.59 ,5.50 ,2.24 ,2.45 ,1.50 ,2.32 ,1.89 
Expanded,Swell,Nature,0918,F,5.25 ,1.45 ,4.25 ,1.33 ,4.71 ,2.03 ,4.29 ,1.94 ,2.88 ,1.87 ,2.88 ,1.87 
Expanded,Sea Wave5,Nature,0919,U,5.55 ,1.60 ,5.23 ,1.51 ,4.41 ,2.22 ,3.64 ,2.34 ,3.50 ,2.13 ,2.68 ,1.86 
Expanded,Seabeach,Nature,0920,H,5.33 ,1.76 ,6.29 ,1.55 ,5.58 ,2.12 ,2.71 ,1.73 ,4.83 ,1.88 ,3.04 ,2.07 
Expanded,Sea Wave6,Nature,0921,U,4.95 ,1.73 ,4.95 ,1.56 ,5.00 ,1.77 ,3.64 ,2.24 ,4.00 ,2.05 ,3.00 ,1.77 
Expanded,Washing Clothes,Daily Routine Sound,0922,H,4.84 ,1.68 ,5.12 ,1.74 ,5.52 ,1.90 ,2.44 ,2.02 ,3.40 ,1.80 ,2.00 ,1.94 
Expanded,Electricdrill2,Daily Routine Sound,0923,F,5.96 ,1.63 ,3.00 ,1.25 ,3.83 ,1.97 ,5.38 ,2.34 ,1.63 ,0.97 ,2.83 ,2.28 
Expanded,Casino6,Electric sound,0924,FH,5.96 ,1.57 ,4.08 ,1.47 ,5.00 ,2.00 ,4.17 ,2.10 ,3.63 ,1.93 ,1.96 ,1.12 
Expanded,Wind5,Nature,0928,FS,5.36 ,1.43 ,4.32 ,1.39 ,3.95 ,2.06 ,5.18 ,1.92 ,2.73 ,1.49 ,4.55 ,2.09 
Expanded,Bomb13,Breaking Sound,0929,F,6.45 ,1.50 ,2.55 ,1.41 ,4.18 ,2.72 ,5.91 ,2.29 ,1.55 ,0.67 ,4.00 ,2.78 
Expanded,Shooting17,Breaking Sound,0930,F,5.42 ,1.79 ,3.67 ,1.01 ,4.46 ,2.21 ,5.08 ,2.50 ,2.13 ,1.33 ,3.50 ,2.27 
Expanded,Airplane5,Transport,0931,F,5.33 ,1.34 ,4.17 ,1.17 ,5.29 ,2.05 ,3.79 ,2.02 ,2.83 ,1.95 ,2.75 ,2.03 
Expanded,Pipa,Music,0933,H,6.23 ,1.63 ,6.14 ,1.32 ,6.27 ,1.72 ,1.77 ,0.92 ,5.32 ,2.10 ,2.00 ,1.31 
Expanded,Cat4,Animals ,0934,H,5.58 ,1.86 ,6.71 ,1.33 ,6.88 ,1.54 ,1.88 ,0.85 ,5.42 ,2.32 ,2.13 ,1.45 
Expanded,Mystery BGM7,Sound Effect,0936,F,6.08 ,1.38 ,3.42 ,1.61 ,4.75 ,2.19 ,5.13 ,2.17 ,1.92 ,1.18 ,3.92 ,1.91 
Expanded,Wind6,Nature,0938,F,3.68 ,1.55 ,4.18 ,1.01 ,5.41 ,1.56 ,4.18 ,2.06 ,2.32 ,1.49 ,2.64 ,1.76 
Expanded,Truck,Transport,0939,F,5.05 ,1.79 ,3.50 ,1.44 ,3.77 ,1.88 ,5.41 ,2.15 ,2.23 ,1.69 ,2.95 ,2.06 
Expanded,Suspense Film1,Sound Effect,0941,FS,5.75 ,1.33 ,3.63 ,1.06 ,4.29 ,1.76 ,4.21 ,2.19 ,2.08 ,1.38 ,3.71 ,1.63 
Expanded,Sea2,Nature,0942,F,5.45 ,1.37 ,4.18 ,0.96 ,5.27 ,2.27 ,5.00 ,2.47 ,2.45 ,1.50 ,2.95 ,1.89 
Expanded,Eathing1,Daily Routine Sound,0945,H,4.42 ,1.77 ,5.33 ,1.24 ,6.83 ,1.66 ,1.96 ,1.40 ,3.46 ,2.02 ,1.79 ,1.25 
Expanded,ThrillerBGM18,Sound Effect,0948,F,6.83 ,1.13 ,3.00 ,0.98 ,3.04 ,1.88 ,6.17 ,1.93 ,1.92 ,0.83 ,2.83 ,2.04 
Expanded,Sprinkle,Daily Routine Sound,0954,F,4.68 ,1.59 ,4.32 ,1.32 ,5.36 ,2.04 ,3.86 ,2.01 ,2.68 ,1.89 ,2.77 ,1.54 
Expanded,Dripping1,Nature,0957,U,3.55 ,1.60 ,5.36 ,1.50 ,5.27 ,2.27 ,3.09 ,2.24 ,2.64 ,1.73 ,3.09 ,2.56 
Expanded,Dripping2,Nature,0960,U,3.23 ,1.27 ,5.59 ,1.40 ,5.86 ,1.96 ,3.41 ,2.24 ,2.59 ,1.99 ,2.77 ,2.16 
Expanded,Washing,Daily Routine Sound,0965,U,4.27 ,1.32 ,5.09 ,1.23 ,5.59 ,1.71 ,3.23 ,2.11 ,3.45 ,1.97 ,2.91 ,1.66 
Expanded,Sports Car,Transport,0972,F,5.71 ,1.65 ,3.58 ,1.32 ,4.42 ,1.91 ,4.88 ,2.51 ,2.21 ,1.47 ,2.96 ,1.88 
Expanded,AdventureBGM2,Sound Effect,0973,F,5.68 ,1.55 ,3.86 ,1.42 ,4.18 ,1.89 ,5.86 ,1.75 ,2.50 ,1.68 ,3.41 ,1.59 
Expanded,Trumpet3,Music,0978,H,5.68 ,1.32 ,6.00 ,1.60 ,6.05 ,1.53 ,2.14 ,1.25 ,5.73 ,1.96 ,2.82 ,1.65 
Expanded,Wind7,Nature,0981,U,5.59 ,1.22 ,4.18 ,1.37 ,4.41 ,1.59 ,3.64 ,2.36 ,2.77 ,1.66 ,2.50 ,1.77 
Expanded,Shooting18,Breaking Sound,0989,F,5.79 ,1.44 ,3.54 ,1.22 ,4.46 ,2.02 ,4.50 ,2.32 ,2.42 ,1.64 ,2.54 ,1.56 
Expanded,Working4,Daily Routine Sound,0990,FS,4.73 ,1.28 ,3.68 ,0.84 ,6.14 ,1.88 ,3.23 ,2.31 ,1.73 ,1.24 ,2.32 ,1.94 
Expanded,Casino7,Electric sound,0991,H,6.64 ,1.56 ,5.55 ,1.44 ,5.82 ,1.59 ,2.95 ,1.89 ,4.45 ,2.50 ,1.77 ,0.92 
Expanded,Busy Line1,Daily Routine Sound,0994,FS,6.71 ,1.76 ,2.83 ,1.31 ,4.13 ,2.58 ,4.75 ,2.79 ,1.71 ,0.86 ,4.63 ,2.67 
Expanded,Busy Line2,Daily Routine Sound,0995,FS,4.45 ,1.99 ,3.55 ,1.26 ,5.82 ,2.40 ,3.32 ,2.66 ,1.77 ,0.75 ,4.09 ,2.45 
Expanded,Bomb14,Breaking Sound,0997,F,5.88 ,1.51 ,3.50 ,1.22 ,4.25 ,2.05 ,4.42 ,2.34 ,2.29 ,1.55 ,2.50 ,1.67 
Expanded,Shooting19,Breaking Sound,0998,F,7.18 ,1.18 ,3.50 ,1.68 ,3.86 ,1.91 ,5.64 ,2.42 ,2.14 ,1.61 ,3.23 ,2.14 
Expanded,Thunder4,Nature,0999,F,4.42 ,2.15 ,3.29 ,1.60 ,4.67 ,2.33 ,4.96 ,2.58 ,1.92 ,1.25 ,3.21 ,2.34 
Expanded,Bomb15,Breaking Sound,1000,F,6.25 ,1.39 ,3.25 ,1.07 ,3.92 ,1.89 ,5.71 ,2.12 ,2.00 ,1.06 ,2.21 ,1.59 
Expanded,Thunder5,Nature,1001,F,5.41 ,1.56 ,3.59 ,1.44 ,4.68 ,2.03 ,4.55 ,2.61 ,1.59 ,0.85 ,2.50 ,2.35 
Expanded,Bell5,Daily Routine Sound,1003,U,4.04 ,1.65 ,4.54 ,1.32 ,6.58 ,2.00 ,2.79 ,1.89 ,2.67 ,1.71 ,2.17 ,1.95 
Expanded,Engine2,Transport,1004,F,6.50 ,1.22 ,3.68 ,1.32 ,4.68 ,1.94 ,4.09 ,2.74 ,2.59 ,1.50 ,1.91 ,1.34 
Expanded,Toilet3,Daily Routine Sound,1005,U,4.29 ,1.57 ,4.17 ,1.43 ,5.92 ,2.00 ,2.33 ,1.71 ,2.17 ,1.34 ,1.88 ,1.39 
Expanded,Alarm4,Daily Routine Sound,1007,U,5.77 ,1.72 ,4.00 ,1.63 ,5.45 ,2.50 ,2.50 ,1.87 ,3.23 ,2.02 ,2.09 ,1.97 
Expanded,Chopping,Daily Routine Sound,1012,F,5.41 ,1.59 ,4.00 ,1.75 ,5.68 ,1.91 ,3.64 ,2.74 ,2.95 ,2.17 ,2.18 ,2.15 
Expanded,Aeolian Bells2,Daily Routine Sound,1016,H,4.55 ,1.63 ,6.41 ,1.33 ,6.14 ,1.67 ,1.50 ,1.14 ,4.95 ,2.15 ,2.05 ,1.50 
Expanded,Sci-Fi12,Sound Effect,1018,F,4.96 ,1.94 ,4.00 ,1.56 ,4.96 ,2.39 ,4.54 ,2.15 ,2.96 ,1.99 ,2.42 ,1.59 
Expanded,Effectsound3,Sound Effect,1021,F,4.50 ,1.44 ,4.36 ,1.22 ,5.14 ,1.91 ,3.64 ,2.32 ,2.68 ,1.76 ,2.36 ,1.92 
Expanded,Casino8,Electric sound,1022,F,5.40 ,1.94 ,3.04 ,1.31 ,4.16 ,2.30 ,5.72 ,2.51 ,2.84 ,1.95 ,2.72 ,1.65 
Expanded,Effectsound4,Sound Effect,1024,F,5.36 ,1.60 ,3.88 ,1.56 ,4.68 ,2.43 ,4.76 ,2.30 ,2.60 ,1.96 ,2.72 ,1.81 
Expanded,Birds3,Animals ,1025,H,3.46 ,2.32 ,7.92 ,1.28 ,7.00 ,1.89 ,1.25 ,0.53 ,5.92 ,2.12 ,1.63 ,1.01 
Expanded,Machine12,Daily Routine Sound,1026,FH,5.55 ,1.71 ,4.41 ,1.56 ,5.32 ,1.99 ,3.41 ,2.02 ,3.59 ,1.92 ,2.23 ,1.27 
Expanded,Vomit3,People,1027,F,6.59 ,1.33 ,2.05 ,1.05 ,3.45 ,1.65 ,6.05 ,2.19 ,1.55 ,1.01 ,3.27 ,2.35 
Expanded,Casino9,Electric sound,1028,F,7.23 ,1.31 ,3.55 ,1.90 ,3.77 ,1.57 ,4.59 ,2.65 ,3.05 ,2.40 ,2.00 ,1.63 
Expanded,Housekeeping,Daily Routine Sound,1030,F,4.75 ,1.19 ,4.25 ,1.03 ,5.79 ,1.56 ,3.29 ,2.14 ,2.08 ,1.02 ,1.92 ,1.18 
Expanded,Fire2,Daily Routine Sound,1033,FH,4.05 ,1.40 ,4.68 ,1.25 ,5.50 ,2.20 ,3.36 ,2.19 ,3.64 ,2.17 ,2.23 ,1.41 
