Source,Description,Category,Sound ID,BE Classification,AroMN,AroSD,ValMN,ValSD,DomMN,DomSD,FearMN,FearSD,HapMN,HapSD,SadMN,SadSD
Expanded,LightMusic24,Music,0001,H,4.18 ,1.92 ,6.55 ,1.18 ,5.73 ,1.72 ,2.14 ,1.36 ,5.14 ,1.70 ,3.36 ,1.99 
Expanded,Sci-Fi4,Sound Effect,0002,F,6.18 ,1.22 ,3.23 ,1.41 ,3.55 ,1.06 ,4.95 ,1.96 ,2.82 ,1.84 ,2.50 ,1.30 
Expanded,Suspense Thriller1,Sound Effect,0003,FS,5.23 ,1.60 ,4.23 ,1.45 ,4.23 ,1.48 ,4.91 ,2.72 ,2.27 ,1.24 ,4.55 ,2.77 
Expanded,Suspense Thriller2,Sound Effect,0003_b,FS,5.50 ,1.74 ,4.50 ,1.79 ,4.86 ,1.96 ,4.82 ,2.30 ,2.82 ,2.08 ,4.68 ,2.10 
Expanded,HorrorFilm7,Sound Effect,0004,F,6.54 ,1.22 ,4.21 ,1.44 ,3.88 ,1.73 ,6.00 ,1.96 ,3.13 ,2.03 ,4.42 ,2.57 
Expanded,HorrorFilm18,Sound Effect,0006,F,5.18 ,1.92 ,3.77 ,1.15 ,4.36 ,2.24 ,5.09 ,2.65 ,3.36 ,2.17 ,3.27 ,2.27 
Expanded,Suspense Thriller3,Sound Effect,0007,F,5.44 ,1.89 ,3.16 ,1.68 ,3.24 ,2.42 ,6.44 ,1.78 ,2.28 ,1.57 ,5.00 ,2.00 
Expanded,BGM1,Music,0008,FS,5.36 ,1.50 ,5.44 ,1.69 ,4.36 ,1.96 ,4.60 ,2.14 ,3.08 ,2.04 ,4.92 ,2.27 
Expanded,TragedyBGM1,Sound Effect,0009,FS,4.68 ,1.94 ,5.55 ,1.30 ,5.45 ,2.18 ,3.36 ,2.44 ,2.50 ,1.92 ,3.95 ,2.70 
Expanded,BGM2,Music,0010,S,4.83 ,1.71 ,5.63 ,1.53 ,4.96 ,1.94 ,3.71 ,2.07 ,3.33 ,2.30 ,5.42 ,2.19 
Expanded,Crux BGM1,Sound Effect,0011,U,5.77 ,1.77 ,5.41 ,1.18 ,5.68 ,1.84 ,3.18 ,2.11 ,3.82 ,1.84 ,3.73 ,2.64 
Expanded,Electronic Sound4,Electric sound,0012,FH,5.71 ,1.57 ,3.75 ,1.51 ,4.71 ,2.07 ,3.54 ,2.08 ,3.42 ,1.98 ,2.42 ,1.59 
Expanded,Electronic Sound5,Electric sound,0013,F,5.68 ,1.52 ,3.64 ,1.47 ,3.92 ,2.33 ,5.24 ,2.07 ,3.28 ,2.01 ,2.92 ,1.89 
Expanded,HorrorFilm19,Sound Effect,0014,F,5.83 ,1.74 ,4.33 ,1.63 ,3.50 ,1.69 ,5.75 ,1.98 ,2.46 ,1.72 ,3.17 ,2.10 
Expanded,BGM3,Music,0015,HS,5.13 ,1.94 ,6.25 ,1.07 ,5.42 ,1.61 ,1.79 ,1.02 ,4.04 ,1.88 ,3.54 ,1.82 
Expanded,BGM4,Music,0015_b,H,5.18 ,1.59 ,6.05 ,1.13 ,5.59 ,1.65 ,2.59 ,1.84 ,4.73 ,2.10 ,2.91 ,2.29 
Expanded,Crux BGM2,Sound Effect,0016,F,6.00 ,1.62 ,4.21 ,1.22 ,3.75 ,1.70 ,5.04 ,2.29 ,2.67 ,1.88 ,3.83 ,2.35 
Expanded,BGM5,Music,0017,H,5.25 ,1.45 ,5.75 ,1.51 ,5.17 ,1.99 ,2.38 ,1.66 ,4.50 ,2.17 ,2.21 ,1.32 
Expanded,DetectivefilmBGM1,Sound Effect,0021,H,6.45 ,1.92 ,4.18 ,1.74 ,4.86 ,2.03 ,2.95 ,1.91 ,3.50 ,2.06 ,2.27 ,1.45 
Expanded,TragedyBGM2,Sound Effect,0022,H,6.23 ,1.72 ,6.00 ,1.15 ,5.73 ,2.23 ,3.32 ,2.10 ,5.14 ,2.21 ,2.32 ,1.91 
Expanded,Suspense Film7,Sound Effect,0023,F,6.59 ,0.80 ,3.77 ,1.45 ,3.86 ,1.73 ,5.45 ,1.74 ,3.32 ,1.76 ,2.91 ,1.82 
Expanded,Suspense Film8,Sound Effect,0025,F,6.68 ,1.32 ,3.45 ,1.63 ,4.14 ,1.81 ,4.45 ,2.40 ,2.86 ,2.03 ,3.05 ,1.84 
Expanded,BGM6,Music,0028,FH,4.88 ,1.36 ,4.79 ,1.69 ,4.75 ,1.87 ,3.38 ,2.10 ,3.83 ,2.26 ,2.04 ,2.01 
Expanded,BGM7,Music,0028_b,U,4.46 ,1.50 ,4.71 ,1.73 ,4.54 ,1.74 ,3.17 ,2.43 ,3.04 ,1.88 ,2.38 ,2.28 
Expanded,HorrorFilm20,Sound Effect,0029,FS,4.79 ,2.19 ,4.25 ,1.98 ,4.88 ,2.09 ,5.21 ,2.23 ,2.42 ,1.84 ,4.71 ,1.81 
Expanded,Crux BGM3,Sound Effect,0031,FH,6.77 ,1.38 ,4.82 ,1.65 ,3.77 ,1.51 ,4.23 ,1.85 ,4.14 ,2.08 ,2.14 ,1.32 
Expanded,Suspense Film9,Sound Effect,0032,H,6.92 ,1.47 ,4.88 ,1.80 ,4.88 ,1.39 ,3.29 ,1.71 ,4.71 ,2.22 ,2.13 ,1.19 
Expanded,Documentary16,Sound Effect,0033,FH,6.04 ,1.54 ,4.96 ,1.49 ,4.32 ,2.15 ,4.32 ,2.27 ,4.08 ,2.14 ,3.24 ,2.03 
Expanded,Documentary17,Sound Effect,0035,U,5.36 ,1.50 ,5.23 ,1.45 ,4.50 ,1.54 ,3.05 ,1.94 ,3.32 ,1.96 ,2.41 ,1.26 
Expanded,Documentary18,Sound Effect,0036,U,4.84 ,1.75 ,5.96 ,1.93 ,4.64 ,1.70 ,3.60 ,2.24 ,4.00 ,2.43 ,3.12 ,1.90 
Expanded,Suspense Film10,Sound Effect,0044,U,4.86 ,1.96 ,5.14 ,1.46 ,5.45 ,1.90 ,3.36 ,2.24 ,3.36 ,1.89 ,2.41 ,1.59 
Expanded,BGM8,Music,0046,FH,5.68 ,1.59 ,4.59 ,1.89 ,5.14 ,1.73 ,3.32 ,2.19 ,3.45 ,2.32 ,2.55 ,1.65 
Expanded,BGM9,Music,0048,U,5.73 ,1.75 ,5.00 ,1.85 ,4.45 ,1.90 ,4.00 ,2.39 ,3.82 ,2.26 ,3.36 ,1.79 
Expanded,Sci-Fi13,Sound Effect,0049,F,5.14 ,1.39 ,3.86 ,1.32 ,4.59 ,2.13 ,5.14 ,2.59 ,3.14 ,1.96 ,3.09 ,2.37 
Expanded,BGM10,Music,0050,H,5.75 ,1.67 ,5.63 ,1.91 ,4.50 ,1.72 ,2.75 ,2.09 ,4.67 ,2.01 ,2.17 ,2.04 
Expanded,Suspense Film11,Sound Effect,0051,U,4.77 ,1.77 ,5.32 ,1.73 ,5.64 ,2.01 ,2.86 ,2.01 ,3.50 ,1.85 ,2.68 ,2.15 
Expanded,Detective Thriller1,Sound Effect,0052,F,5.75 ,1.59 ,4.00 ,1.74 ,3.42 ,1.56 ,4.79 ,2.47 ,3.04 ,1.76 ,3.83 ,2.63 
Expanded,BGM11,Music,0054,H,6.05 ,1.84 ,6.27 ,1.39 ,5.68 ,2.01 ,2.59 ,1.76 ,5.00 ,2.00 ,2.73 ,1.98 
Expanded,Detective Thriller2,Sound Effect,0055,FH,6.63 ,2.00 ,5.00 ,1.69 ,4.13 ,1.80 ,4.29 ,2.20 ,4.50 ,2.32 ,2.79 ,2.00 
Expanded,Sci-Fi14,Sound Effect,0056,F,6.17 ,2.04 ,2.75 ,1.33 ,3.88 ,2.23 ,5.04 ,2.42 ,2.29 ,1.20 ,3.17 ,1.99 
Expanded,Suspense Film12,Sound Effect,0057,H,6.05 ,1.76 ,5.64 ,1.71 ,4.64 ,1.84 ,3.36 ,1.94 ,4.73 ,2.53 ,2.45 ,1.99 
Expanded,HorrorFilm21,Sound Effect,0058,F,6.64 ,1.09 ,3.68 ,1.94 ,4.09 ,2.31 ,5.59 ,2.11 ,2.86 ,2.01 ,3.68 ,2.10 
Expanded,Electronic Sound38,Electric sound,0060,U,4.83 ,1.66 ,4.67 ,1.76 ,4.96 ,2.05 ,3.08 ,1.77 ,3.08 ,1.59 ,2.92 ,1.72 
Expanded,Suspense Film13,Sound Effect,0062,F,5.59 ,1.37 ,3.59 ,2.02 ,4.32 ,2.23 ,4.73 ,2.37 ,3.27 ,1.83 ,3.36 ,1.62 
Expanded,Suspense Film14,Sound Effect,0063,FH,5.72 ,1.72 ,4.76 ,1.64 ,3.92 ,1.91 ,3.80 ,2.06 ,3.84 ,2.10 ,2.52 ,2.14 
Expanded,Documentary1,Sound Effect,0064,U,3.95 ,1.81 ,5.14 ,1.49 ,4.45 ,1.63 ,3.50 ,2.11 ,3.09 ,2.07 ,3.18 ,1.71 
Expanded,Tang Music1,Music,0065,FH,5.13 ,1.83 ,4.96 ,1.83 ,5.13 ,1.73 ,4.33 ,2.10 ,4.13 ,2.09 ,3.21 ,2.04 
Expanded,Tang Music2,Music,0066,FH,5.23 ,1.54 ,5.05 ,1.43 ,5.14 ,1.83 ,2.95 ,2.15 ,3.55 ,1.77 ,2.18 ,1.84 
Expanded,Suspense Film15,Sound Effect,0068,H,4.79 ,1.72 ,6.04 ,1.63 ,5.71 ,1.68 ,2.71 ,1.85 ,4.13 ,2.25 ,3.00 ,1.69 
Expanded,HorrorFilm22,Sound Effect,0069,U,5.18 ,1.65 ,4.82 ,1.87 ,5.36 ,1.89 ,3.18 ,2.40 ,3.77 ,2.39 ,3.27 ,2.27 
Expanded,Sci-Fi15,Sound Effect,0071,F,5.23 ,1.85 ,4.09 ,1.54 ,5.23 ,2.05 ,4.09 ,2.49 ,2.50 ,1.87 ,2.55 ,1.92 
Expanded,HorrorFilm1,Sound Effect,0075,F,6.13 ,1.60 ,2.58 ,1.25 ,3.33 ,1.97 ,5.46 ,2.06 ,2.00 ,1.56 ,3.75 ,2.25 
Expanded,Suspense Film16,Sound Effect,0076,H,4.67 ,1.55 ,5.42 ,1.47 ,5.21 ,1.84 ,2.58 ,1.61 ,3.79 ,1.93 ,2.25 ,1.42 
Expanded,HorrorFilm2,Sound Effect,0077,U,5.00 ,1.93 ,5.09 ,2.11 ,4.55 ,1.84 ,4.32 ,2.48 ,3.82 ,2.08 ,3.45 ,2.13 
Expanded,Electronic Sound6,Electric sound,0078,FH,7.23 ,0.69 ,4.36 ,2.08 ,5.05 ,2.19 ,4.09 ,2.58 ,4.05 ,2.19 ,2.55 ,2.04 
Expanded,Documentary2,Sound Effect,0079,FH,6.08 ,1.32 ,4.67 ,1.58 ,5.25 ,1.89 ,3.88 ,2.03 ,4.17 ,2.06 ,2.58 ,1.35 
Expanded,Crux BGM4,Sound Effect,0080,F,5.77 ,1.31 ,4.00 ,1.23 ,4.05 ,1.81 ,4.45 ,2.24 ,2.86 ,1.75 ,2.95 ,1.89 
Expanded,Sci-Fi16,Electric sound,0081,F,5.63 ,2.02 ,3.38 ,1.81 ,3.88 ,2.19 ,5.46 ,1.91 ,2.83 ,1.90 ,2.79 ,1.77 
Expanded,HorrorFilm23,Sound Effect,0082,F,6.36 ,1.22 ,3.77 ,2.27 ,3.50 ,1.95 ,5.23 ,2.25 ,3.36 ,2.26 ,3.41 ,2.06 
Expanded,Ballade1,Music,0083,HF,5.18 ,1.56 ,4.95 ,1.68 ,5.14 ,2.03 ,3.91 ,2.64 ,4.09 ,2.11 ,3.09 ,1.93 
Expanded,Suspense Film17,Sound Effect,0084,H,4.92 ,2.17 ,5.79 ,1.35 ,5.46 ,1.53 ,2.63 ,1.58 ,4.83 ,2.24 ,2.33 ,1.58 
Expanded,Airplane2,Transport,0085,F,4.00 ,1.69 ,4.50 ,1.25 ,4.67 ,2.24 ,4.96 ,2.14 ,2.38 ,1.64 ,3.29 ,2.35 
Expanded,Electronic Sound7,Electric sound,0087,H,7.73 ,1.35 ,6.59 ,1.71 ,4.86 ,1.83 ,2.23 ,1.57 ,6.32 ,2.44 ,1.32 ,0.72 
Expanded,Suspense Film18,Sound Effect,0089,H,4.68 ,2.03 ,6.77 ,1.15 ,5.27 ,1.98 ,2.00 ,1.31 ,5.05 ,1.62 ,2.41 ,1.56 
Expanded,Pops1,Music,0090,H,5.77 ,1.54 ,6.32 ,1.39 ,6.23 ,1.51 ,2.23 ,1.48 ,5.77 ,1.85 ,2.45 ,1.82 
Expanded,HorrorFilm24,Sound Effect,0093,F,5.91 ,1.57 ,3.68 ,1.21 ,3.68 ,2.03 ,5.36 ,2.32 ,2.95 ,2.13 ,2.91 ,2.22 
Expanded,Suspense Film19,Sound Effect,0094,FH,6.08 ,1.53 ,5.21 ,1.89 ,3.83 ,1.74 ,3.96 ,2.24 ,4.17 ,2.53 ,2.42 ,1.95 
Expanded,Sci-Fi mystery1,Sound Effect,0095,FS,5.91 ,1.51 ,3.91 ,1.44 ,4.18 ,2.17 ,5.18 ,2.13 ,2.41 ,1.56 ,4.23 ,2.27 
Expanded,Ballade2,Music,0097,HS,4.00 ,1.89 ,6.88 ,1.62 ,5.04 ,2.14 ,1.92 ,1.41 ,3.63 ,2.04 ,2.96 ,1.71 
Expanded,HorrorFilm8,Sound Effect,0098,F,4.88 ,1.74 ,4.52 ,1.61 ,3.08 ,1.93 ,5.56 ,2.26 ,3.40 ,2.06 ,4.04 ,2.35 
Expanded,Ballade3,Music,0099,U,5.32 ,1.82 ,4.56 ,1.96 ,5.04 ,2.11 ,3.92 ,2.02 ,3.60 ,2.63 ,3.76 ,2.45 
Expanded,HorrorFilm9,Sound Effect,0100,F,6.77 ,1.15 ,3.64 ,1.59 ,3.50 ,1.77 ,4.73 ,2.83 ,3.00 ,1.77 ,3.32 ,2.46 
Expanded,TragedyBGM3,Sound Effect,0102,F,4.82 ,1.99 ,4.86 ,1.55 ,4.41 ,1.74 ,3.95 ,2.24 ,3.14 ,2.08 ,2.82 ,1.65 
Expanded,Documentary3,Sound Effect,0104,FH,3.00 ,1.75 ,5.95 ,1.36 ,5.64 ,1.79 ,3.95 ,2.24 ,4.09 ,1.97 ,2.64 ,1.71 
Expanded,Documentary4,Sound Effect,0105,U,5.41 ,1.99 ,6.27 ,1.32 ,5.32 ,1.91 ,3.36 ,1.89 ,3.91 ,2.16 ,3.68 ,2.19 
Expanded,Electronic Sound8,Electric sound,0107,FH,6.28 ,1.51 ,4.92 ,2.23 ,5.12 ,1.79 ,4.24 ,2.22 ,4.56 ,2.38 ,2.36 ,1.44 
Expanded,Electronic Sound9,Electric sound,0108,H,7.50 ,1.89 ,5.79 ,1.96 ,5.88 ,1.73 ,2.83 ,1.99 ,6.04 ,2.14 ,1.79 ,1.02 
Expanded,Electronic Sound10,Electric sound,0109,H,7.29 ,0.95 ,5.00 ,2.17 ,4.58 ,1.95 ,2.25 ,1.19 ,5.54 ,2.04 ,1.88 ,1.30 
Expanded,Documentary5,Sound Effect,0112,F,5.32 ,1.49 ,3.32 ,1.46 ,3.95 ,2.21 ,6.05 ,1.94 ,2.55 ,1.57 ,4.55 ,1.99 
Expanded,HorrorFilm3,Sound Effect,0113,FH,4.64 ,1.56 ,5.14 ,1.58 ,4.95 ,1.79 ,3.95 ,2.06 ,3.86 ,2.42 ,2.77 ,1.90 
Expanded,Suspense Film20,Sound Effect,0116,U,5.67 ,1.46 ,4.96 ,1.63 ,4.71 ,1.55 ,3.79 ,2.06 ,3.00 ,1.79 ,3.21 ,2.11 
Expanded,HorrorFilm10,Sound Effect,0117,F,4.95 ,1.50 ,4.45 ,1.50 ,5.32 ,1.64 ,4.36 ,1.99 ,2.41 ,1.50 ,2.32 ,1.62 
Expanded,HorrorFilm11,Sound Effect,0118,F,6.09 ,1.90 ,4.45 ,1.50 ,4.50 ,1.95 ,4.64 ,2.28 ,3.59 ,2.24 ,2.77 ,2.16 
Expanded,HorrorFilm12,Sound Effect,0119,F,5.82 ,0.91 ,3.41 ,1.37 ,4.27 ,1.91 ,5.32 ,1.94 ,2.59 ,1.50 ,3.05 ,1.91 
Expanded,HorrorFilm4,Sound Effect,0121,F,5.41 ,1.59 ,3.95 ,1.50 ,4.18 ,1.87 ,5.27 ,2.29 ,2.95 ,2.08 ,2.41 ,1.65 
Expanded,HorrorFilm13,Sound Effect,0122,F,6.14 ,1.55 ,3.14 ,1.42 ,4.95 ,2.46 ,4.86 ,2.61 ,2.41 ,1.82 ,3.05 ,2.10 
Expanded,Sea1,Nature,0123,H,4.67 ,2.30 ,6.50 ,1.74 ,5.25 ,2.25 ,2.29 ,1.55 ,5.58 ,2.39 ,2.38 ,1.81 
Expanded,Electronic Sound11,Electric sound,0124,H,6.41 ,1.53 ,5.27 ,1.49 ,4.68 ,1.62 ,3.91 ,1.82 ,4.73 ,2.75 ,2.05 ,1.05 
Expanded,HorrorFilm5,Sound Effect,0125,F,6.18 ,1.53 ,3.68 ,1.55 ,3.95 ,1.59 ,6.41 ,2.24 ,2.50 ,1.68 ,3.50 ,2.46 
Expanded,HorrorFilm14,Sound Effect,0126,F,5.59 ,1.71 ,3.23 ,1.23 ,3.23 ,1.45 ,6.36 ,2.04 ,2.05 ,1.21 ,3.64 ,2.06 
Expanded,Sci-Fi17,Sound Effect,0127,F,6.36 ,1.47 ,2.41 ,1.33 ,3.82 ,2.54 ,6.14 ,2.32 ,2.32 ,1.84 ,2.68 ,1.89 
Expanded,Sci-Fi18,Sound Effect,0128,F,6.05 ,1.68 ,1.68 ,0.89 ,2.59 ,1.26 ,6.95 ,1.33 ,2.18 ,1.56 ,3.91 ,1.80 
Expanded,Suspense Film21,Sound Effect,0129,F,5.08 ,1.86 ,3.63 ,1.58 ,2.96 ,1.27 ,5.79 ,2.30 ,1.96 ,1.30 ,3.63 ,2.39 
Expanded,Suspense Film22,Sound Effect,0129_b,F,4.82 ,1.47 ,4.68 ,1.49 ,4.82 ,1.76 ,5.18 ,2.11 ,2.64 ,1.53 ,3.64 ,2.06 
Expanded,ThrillerBGM5,Sound Effect,0130,F,4.91 ,1.57 ,4.23 ,1.48 ,3.73 ,1.32 ,5.14 ,2.68 ,2.05 ,1.46 ,3.50 ,2.26 
Expanded,DetectivefilmBGM2,Sound Effect,0131,F,6.33 ,1.40 ,3.88 ,1.42 ,3.79 ,1.64 ,4.75 ,2.09 ,3.08 ,2.36 ,2.38 ,1.41 
Expanded,HorrorFilm15,Sound Effect,0134,F,5.68 ,1.55 ,4.05 ,1.84 ,3.82 ,1.65 ,5.45 ,1.68 ,3.36 ,2.08 ,3.05 ,1.59 
Expanded,Sci-Fi19,Sound Effect,0135,F,4.92 ,1.61 ,4.12 ,1.36 ,4.16 ,2.12 ,4.84 ,2.21 ,1.96 ,1.10 ,3.28 ,1.99 
Expanded,Sci-Fi Mystery2,Sound Effect,0137,F,4.68 ,1.64 ,4.82 ,1.37 ,4.86 ,1.61 ,4.45 ,2.15 ,2.86 ,1.55 ,3.05 ,1.59 
Expanded,Fantasy1,Sound Effect,0138,FH,4.91 ,1.57 ,4.50 ,1.14 ,5.14 ,1.70 ,3.68 ,2.06 ,4.14 ,1.88 ,2.91 ,1.95 
Expanded,Machine14,Daily Routine Sound,0139,F,5.92 ,1.41 ,3.38 ,1.76 ,4.13 ,1.60 ,5.25 ,2.66 ,2.79 ,1.96 ,2.71 ,1.68 
Expanded,Mystery BGM1,Sound Effect,0140,H,6.00 ,1.51 ,5.50 ,1.68 ,5.18 ,1.79 ,3.14 ,2.25 ,5.14 ,2.38 ,2.59 ,1.92 
Expanded,Ballade4,Music,0141,U,4.77 ,1.72 ,4.73 ,1.52 ,5.41 ,2.38 ,3.05 ,2.13 ,3.23 ,1.80 ,2.82 ,1.74 
Expanded,ThrillerBGM6,Sound Effect,0142,F,6.16 ,1.80 ,3.04 ,1.40 ,3.04 ,2.03 ,5.92 ,2.27 ,2.12 ,1.59 ,4.44 ,2.33 
Expanded,ThrillerBGM7,Sound Effect,0143,F,4.41 ,1.40 ,4.23 ,1.31 ,5.32 ,1.67 ,4.00 ,2.12 ,2.45 ,1.37 ,2.23 ,1.48 
Expanded,ThrillerBGM8,Sound Effect,0145,F,5.14 ,1.64 ,4.14 ,1.46 ,4.41 ,1.79 ,4.73 ,2.21 ,2.64 ,1.59 ,3.36 ,1.92 
Expanded,ThrillerBGM9,Sound Effect,0146,F,4.63 ,1.64 ,3.71 ,1.49 ,4.88 ,1.98 ,4.33 ,2.33 ,2.13 ,1.26 ,3.21 ,2.21 
Expanded,Mystery BGM2,Sound Effect,0148,F,6.88 ,1.51 ,3.42 ,1.38 ,3.04 ,1.68 ,5.08 ,2.41 ,3.21 ,2.02 ,2.25 ,1.98 
Expanded,Wind1,Nature,0149,F,6.50 ,1.22 ,3.64 ,1.09 ,4.27 ,2.05 ,5.86 ,1.98 ,1.95 ,1.00 ,3.55 ,2.39 
Expanded,Sci-Fi20,Sound Effect,0150,F,6.09 ,1.34 ,4.55 ,1.30 ,4.23 ,1.57 ,4.09 ,2.31 ,2.82 ,1.59 ,2.32 ,1.67 
Expanded,Machine15,Daily Routine Sound,0151,U,5.09 ,1.41 ,4.64 ,1.40 ,5.18 ,1.56 ,3.36 ,2.30 ,3.18 ,1.50 ,2.50 ,1.60 
Expanded,Fantasy2,Sound Effect,0152,F,5.32 ,1.25 ,3.48 ,1.45 ,3.64 ,2.10 ,5.00 ,2.35 ,2.80 ,1.98 ,3.04 ,1.79 
Expanded,Scream2,Animals ,0153,F,5.71 ,1.33 ,3.88 ,1.39 ,4.54 ,1.72 ,5.33 ,2.37 ,2.25 ,1.51 ,3.29 ,1.76 
Expanded,Electronic Sound12,Electric sound,0155,F,7.32 ,1.49 ,3.05 ,1.43 ,2.77 ,1.23 ,4.95 ,2.59 ,2.00 ,1.07 ,3.14 ,2.14 
Expanded,Electronic Sound13,Electric sound,0156,FH,7.00 ,1.07 ,4.27 ,1.39 ,4.18 ,1.84 ,3.55 ,1.87 ,4.09 ,1.95 ,1.86 ,1.17 
Expanded,Electronic Sound14,Electric sound,0157,FH,4.95 ,1.65 ,4.36 ,1.36 ,4.91 ,2.20 ,4.18 ,1.99 ,3.41 ,1.79 ,2.82 ,1.92 
Expanded,HorrorFilm16,Sound Effect,0159,F,4.83 ,1.71 ,3.46 ,1.14 ,4.21 ,2.02 ,5.92 ,1.89 ,1.67 ,0.92 ,4.08 ,2.15 
Expanded,ThrillerBGM10,Sound Effect,0160,F,5.64 ,1.04 ,4.20 ,1.12 ,4.44 ,2.22 ,4.40 ,2.29 ,3.08 ,1.98 ,2.88 ,2.17 
Expanded,ThrillerBGM11,Sound Effect,0162,FH,5.71 ,1.85 ,4.63 ,1.41 ,4.83 ,1.93 ,3.88 ,1.83 ,3.67 ,1.61 ,2.46 ,1.84 
Expanded,Mystery BGM3,Sound Effect,0163,F,5.67 ,1.63 ,3.38 ,1.35 ,4.42 ,1.91 ,4.75 ,2.19 ,2.63 ,1.66 ,2.88 ,1.75 
Expanded,ThrillerBGM12,Sound Effect,0164,F,6.68 ,1.49 ,4.36 ,1.53 ,3.82 ,1.44 ,4.32 ,1.89 ,3.45 ,1.92 ,2.18 ,1.30 
Expanded,Warcraft1,Transport,0166,F,5.91 ,1.85 ,3.55 ,1.53 ,3.45 ,1.53 ,5.50 ,2.50 ,2.23 ,1.54 ,3.86 ,2.55 
Expanded,Warcraft2,Transport,0167,F,6.64 ,1.79 ,2.86 ,1.17 ,3.14 ,1.83 ,6.18 ,2.28 ,1.82 ,1.01 ,3.09 ,1.85 
Expanded,Sci-Fi5,Sound Effect,0168,F,6.91 ,1.44 ,2.77 ,1.19 ,3.82 ,1.62 ,5.59 ,2.32 ,1.91 ,0.92 ,2.64 ,1.73 
Expanded,Sci-Fi6,Sound Effect,0169,F,6.32 ,1.13 ,2.45 ,1.22 ,4.27 ,2.33 ,5.05 ,2.75 ,1.77 ,1.48 ,2.36 ,1.84 
Expanded,Suspense Film23,Sound Effect,0170,F,5.75 ,1.62 ,3.79 ,1.41 ,3.42 ,1.69 ,5.67 ,2.28 ,2.71 ,1.63 ,3.29 ,2.27 
Expanded,Suspense Film24,Sound Effect,0171,F,5.09 ,1.27 ,3.86 ,1.21 ,3.86 ,1.39 ,5.14 ,1.96 ,2.64 ,1.79 ,3.55 ,1.90 
Expanded,Electronic Sound15,Electric sound,0172,F,5.56 ,1.16 ,3.60 ,1.63 ,3.68 ,1.73 ,5.56 ,1.87 ,2.72 ,2.05 ,3.56 ,2.29 
Expanded,Warcraft3,Transport,0173,F,4.96 ,1.49 ,3.44 ,1.56 ,3.48 ,2.12 ,4.84 ,2.27 ,2.52 ,2.10 ,3.08 ,2.00 
Expanded,Mystery BGM4,Sound Effect,0174,F,5.04 ,1.31 ,3.72 ,1.62 ,3.48 ,2.20 ,5.52 ,2.22 ,2.72 ,1.81 ,3.80 ,2.08 
Expanded,SummerCountry1,Nature,0175,F,5.25 ,1.73 ,4.38 ,1.53 ,5.63 ,1.69 ,4.00 ,2.54 ,2.83 ,1.97 ,1.71 ,1.27 
Expanded,ThrillerBGM13,Sound Effect,0178,F,6.33 ,1.37 ,2.67 ,1.31 ,3.46 ,1.74 ,5.71 ,1.46 ,2.58 ,1.59 ,3.25 ,1.96 
Expanded,Electronic Sound16,Electric sound,0180,F,6.27 ,1.03 ,3.18 ,1.47 ,4.32 ,1.70 ,4.68 ,2.32 ,3.55 ,1.90 ,2.36 ,1.18 
Expanded,Machine1,Daily Routine Sound,0181,F,5.67 ,1.90 ,3.29 ,1.63 ,4.54 ,1.98 ,4.25 ,2.52 ,2.63 ,1.58 ,2.71 ,2.14 
Expanded,Electronic Sound17,Electric sound,0182,F,5.46 ,1.18 ,4.04 ,0.95 ,4.46 ,1.72 ,3.79 ,2.08 ,2.58 ,1.64 ,2.08 ,1.53 
Expanded,Electronic Sound18,Electric sound,0183,F,4.64 ,1.47 ,3.64 ,1.60 ,3.88 ,1.79 ,4.56 ,2.02 ,2.32 ,1.68 ,3.12 ,2.11 
Expanded,Mystery BGM5,Sound Effect,0185,F,5.52 ,2.00 ,3.44 ,1.73 ,3.40 ,2.47 ,5.96 ,2.23 ,2.84 ,2.19 ,4.00 ,1.96 
Expanded,ThrillerBGM14,Sound Effect,0186,F,4.41 ,1.87 ,3.05 ,1.53 ,4.23 ,2.67 ,5.82 ,2.74 ,1.50 ,0.96 ,3.05 ,2.32 
Expanded,Suspense Thriller4,Sound Effect,0187,F,5.32 ,1.81 ,3.59 ,1.14 ,3.59 ,1.62 ,4.64 ,2.42 ,1.77 ,1.31 ,3.23 ,2.05 
Expanded,ThrillerBGM15,Sound Effect,0188,F,4.86 ,1.61 ,3.64 ,1.36 ,4.23 ,1.77 ,5.41 ,2.17 ,2.32 ,1.89 ,4.05 ,2.24 
Expanded,Sci-Fi10,Sound Effect,0189,F,5.32 ,1.96 ,3.36 ,1.81 ,4.45 ,2.22 ,4.82 ,2.81 ,2.41 ,1.79 ,2.32 ,2.10 
Expanded,Electronic Sound19,Electric sound,0190,F,5.42 ,1.64 ,3.67 ,1.31 ,4.67 ,1.74 ,4.21 ,2.21 ,2.50 ,1.32 ,2.75 ,1.87 
Expanded,Electronic Sound20,Electric sound,0191,F,4.58 ,1.82 ,4.25 ,1.45 ,4.88 ,1.51 ,4.79 ,1.82 ,2.88 ,2.11 ,2.50 ,1.25 
Expanded,ThrillerBGM16,Sound Effect,0192,F,5.64 ,1.40 ,3.68 ,1.17 ,4.27 ,2.29 ,4.00 ,2.85 ,1.50 ,0.74 ,2.23 ,2.02 
Expanded,Mowerbackshaft,Daily Routine Sound,0193,F,6.17 ,0.96 ,4.17 ,1.13 ,4.42 ,1.72 ,4.17 ,2.20 ,2.42 ,1.61 ,1.92 ,1.69 
